KOs,Astragalus sinicus1,Astragalus sinicus2,Astragalus sinicus3,Astragalus sinicus4,Melilotus officinalis1,Melilotus officinalis2,Melilotus officinalis3,Melilotus officinalis4,Vicia villosa1,Vicia villosa2,Vicia villosa3,Vicia villosa4,Pisum sativum1,Pisum sativum2,Pisum sativum3,Pisum sativum4,Trifolium incarnatum1,Trifolium incarnatum2,Trifolium incarnatum3,Trifolium incarnatum4,Medicago sativa1,Medicago sativa2,Medicago sativa3,Medicago sativa4,Fagopyrum tataricum1,Fagopyrum tataricum2,Fagopyrum tataricum3,Fagopyrum tataricum4,Brassica juncea1,Brassica juncea2,Brassica juncea3,Brassica juncea4,Cichorium intybus1,Cichorium intybus2,Cichorium intybus3,Cichorium intybus4,Lolium multiflorum1,Lolium multiflorum2,Lolium multiflorum3,Lolium multiflorum4,Triticum turgidum1,Triticum turgidum2,Triticum turgidum3,Triticum turgidum4
K07862,178.504,156.463,108.579,144.551,103.996,84.138,104.413,90.939,122.195,115.486,99.43,93.833,54.962,44.18,100.604,29.335,137.891,143.839,139.416,91.571,147.148,153.233,151.057,44.946,7.48,39.199,4.855,107.526,172.271,167.761,143.594,60.567,124.838,146.326,119.033,143.412,91.703,36.439,8.804,43.115,49.743,27.204,1.759,39.631
K07863,0,0,0,0,0.118,0,0,0,0,0.041,0,0,0,0.055,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0.175,0.325,1.644,0,0,0,0,0,0,0
K07870,0,0.024,0,0.097,0.026,0,0,0.027,0.149,0,0,0.034,0,0,0.055,0.078,0,0,0,0.115,0,0,0.046,0.061,0.077,0.562,1.875,0.822,0,0,0,0,0,0,0,0,2.812,0.395,0.166,0.127,0,0,0,0.068
K07874,0,0,0.057,0.083,0,0.048,0,0.082,0,0.316,0,0,0.103,0.204,0.285,0.234,0.08,0.038,0.037,0.138,0.038,0,0,0.046,0.686,0.313,0.776,0.207,0,0,0.096,0,0.225,0,0,0.113,9.626,0.426,0.86,0.095,0.367,0.393,1.781,0
K07876,0,0,0,0,0,0.051,0,0,0,0,0,0.125,0.627,1.306,0.696,0,0,0,0,0,0,0,0.104,0,0,5.343,0,1.577,0.054,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.128,0
K07877,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.771,0,0,0,0,0,0,0
K07889,0.032,0.055,0.032,0.073,0.04,0.044,0,0,0.138,0.047,0,0.206,0.103,0.058,0.149,0.265,0,0,0.212,0.129,0.095,0.068,0.018,0.024,0.342,1.133,0.966,0.506,0.132,0.14,0.219,0.66,0.577,0.253,0.289,0.333,1.039,1.298,0.292,1.525,0.891,1.319,0.513,0.411
K07890,0.056,0,0,0,0,0,0,0,0.117,0.215,0,0.087,0.044,0,0.267,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,3.511,0.169,0,0,0.079,0.87,0,0
K07891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.978,0,0,0,0,0,0,0
K07893,0,0,0,0,0,0,0,0,0.035,0.033,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.849,0,0,0,0,0,0,0
K07897,0,0.049,0.111,0,0,0.057,0,0,0.065,0.08,0,0.207,1.233,1.121,0.596,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,4.136,0.176,0.222,0.255,0,0.125,0,0
K07901,0,0,0,0,0,0,0,0,0.073,0.273,0.078,0,0.107,0.297,0.048,0,0,0,0,0,0,0,0,0,0,0.435,0,0,0,0,0,0,0,0,0,0,15.016,0,0,0,0,0,0,0
K07904,0,0.037,0,0,0.039,0,0,0,0,0,0.049,0,0.157,0.669,0.202,0.06,0,0,0.075,0,0.039,0.036,0.071,0,0,0,1.034,0.366,0,0,0.098,0,0.286,0,0.117,0,0,0,0,0,0,0,0,0
K07905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.172,0,0,0,0,0,0,0
K07910,0.058,0.086,0.146,0.064,0.073,0.055,0,0,0.17,0.079,0.085,0.097,0.033,0.426,0.257,0.052,0,0,0,0,0.067,0,0.132,0,0.25,0.102,0.192,0,0.066,0.056,0.068,0,0,0.033,0.101,0.503,2.886,0.234,0.108,0,0.218,0.35,0.716,0.066
K07915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.684,0,0,0,0,0,0,0
K07918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979,0,0,0,0,0,0,0
K07930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0
K07935,0,0,0,0,0,0,0,0,0.223,0.103,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.868,0,0,0,0,0,0,0
K07936,0,0,0,0,0,0,0.071,0,0.098,0.479,0,0.233,0,0.045,0,0,0,0,0,0,0,0,0.018,0,0.356,0.435,0.199,0.871,0.016,0.352,0,0,0,0,0,0,3.074,0,0,0,0,0,0,0
K07937,0.034,0.136,0.417,0.079,0.243,0.241,0.096,0.104,0.677,0.768,0.663,0.318,0.053,1.014,0.254,0.505,0.259,0.334,0.093,0.182,0,0,0.036,0,2.603,4.277,1.848,2.534,0.118,0.392,0.52,1.105,0.351,0.31,0.64,0,10.349,4.566,1.597,2.143,3.571,2.421,1.321,1.656
K07942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0
K07943,0,0,0,0,0,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.371,0,0,0,0,0,0,0
K07944,0,0,0,0,0,0,0,0,0,0.152,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573,0,0,0,0,0,0,0
K07951,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.615,0,0,0,0,0,0,0
K07952,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368,0,0,0,0,0,0,0
K07953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.483,0,0,0,0,0,0,0
K07962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0
K07964,0.784,3.765,2.651,6.287,9.865,9.074,8.9,12.103,1.123,1.804,2.643,2.007,7.169,12.258,9.089,16.354,13.209,11.284,11.732,20.377,6.245,5.116,6.935,51.207,1.836,6.44,3.102,2.558,0.276,0.309,0.347,1.273,0.536,0.502,0.494,0.721,1.123,1.073,0.288,0.967,1.227,1.65,0.639,1.682
K07965,0.131,0.088,0.531,0.243,2.314,1.596,2.238,2.554,0.028,0,0,0.103,0.953,0.788,0.813,2.556,3.338,3.43,2.791,11.467,2.461,3.885,2.914,12.604,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0
K07966,0,0,0,0,0.363,0.189,0.306,0.242,0.097,0.085,0,0,1.181,1.809,1.989,1.35,0.261,0.326,0.074,0.112,0.066,0.089,0.09,0.023,0,0,0,0.104,0,0,0,0.467,0,0,0,0.038,0,0,0,0.165,0,0.145,0,0
K07967,0.093,0.051,0.175,0,0.233,0.06,0.099,0.144,0.068,0,0.339,0,0.722,0.21,0.244,0.744,0,0,0.616,0,0.053,0.099,0,0.064,0,0,0,0.252,0.066,0.199,0.144,0,0.079,0.142,0.081,0.075,0,0,0,0,0.424,0.065,0.557,0.513
K07968,0.501,0,0.06,0.082,0.27,0.405,0.049,0.456,0.351,1.567,0.343,1.28,4.496,2.062,0.92,1.778,0.117,0.201,0.194,0.346,0,0.399,0.427,0.257,0.11,0.675,0.218,0.174,0.611,0.376,0.287,1.754,0.999,0.481,0.302,0.039,0.114,0,0.321,0.336,0.931,1.631,0.911,2.144
K07969,0.059,0.087,0.101,0.152,0.046,0.051,0,0.073,0.122,0.053,0.121,0.061,0,0,0.118,0.332,0.168,0.165,0.132,0.052,0.045,0.142,0,0.273,1.889,0.508,1.212,0.143,0,0.047,0,0.276,0,0.437,0.415,0.127,1.588,1.001,1.386,1.035,0.864,0.869,2.959,0.959
K07975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0
K07976,0,0.012,0.111,0.049,0,0.074,0,0.095,0.116,0,0.139,0.089,0.133,0.465,0.167,0.197,0.069,0,0.064,0.014,0,0.012,0,0.076,0,1.23,1.202,0.386,0.025,0.026,0.048,0.482,0,0,0.138,0.071,0.358,0.066,0.387,0.255,0,0.062,0.082,0.272
K07977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0,0.358,0,0,0,0,0,0,0,0,2.038,0,0,0,0,0,0,0
K07978,0.571,0.375,1.155,1.149,4.491,3.786,1.593,3.305,1.423,1.861,1.161,1.819,6.499,2.895,2.708,3.131,1.094,1.226,1.149,3.204,0.673,1.196,0.76,4.244,16.126,10.053,11.572,3.256,0.962,1.216,2.172,3.89,2.34,1.813,2.469,2.771,1.964,8.046,11.771,6.6,5.185,6.337,17.406,4.782
K07979,192.252,207.136,257.3,200.077,299.979,174.705,243.892,203.312,188.165,273.659,236.877,237.267,289.662,277.965,227.364,285.795,272.361,250.623,337.408,331.761,251.909,283.439,223.106,205.821,222.365,219.619,222.751,201.881,191.195,222.604,265.634,209.362,153.997,156.329,144.361,150.812,330.873,206.803,246.469,284.001,295.813,362.966,387.519,288.289
K07991,0.076,0.146,0.056,0.024,0,0.085,0.063,0,0.071,0,0,0.113,0,0.132,0.09,0.048,0.037,0,0.049,0,0.031,0.064,0.046,0.141,0.33,0,1.797,0.323,0,0.027,0.039,0.113,0.486,0.041,0.221,0.246,0.157,1.089,0.576,0.601,1.011,0.185,0.772,0.45
K07993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.767,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
K07994,0.063,0.184,0.111,0.328,0.261,0.612,0.725,0.336,0.483,0.643,0.375,0.883,0.783,1.535,0.589,0.702,0.344,0.566,0.183,0.387,0.096,0.112,0.192,1.095,3.926,3.475,2.708,0.34,0.253,0.396,0.573,1.611,0.381,0.355,0.891,0.625,1.268,1.617,4.696,1.036,1.707,1.416,4.261,2.045
K07995,0.237,0.143,0.478,0.269,0.594,0.963,0.858,0.447,1.531,0.51,0.434,0.591,0.826,0.731,0.261,1.594,0.702,0.214,0.611,0.71,0,0.207,0.374,0.273,0.56,0.757,0.559,0.375,0.358,0.71,0.571,1.246,0.483,0.83,0.526,0.288,0.289,2.338,0.676,1.094,1.212,0.543,0.448,1.003
K07996,0.28,0.14,0.6,0.148,0.422,1.516,0.436,0.759,2.07,0.603,1.241,1.209,1.223,1.029,0.227,0.884,0.289,0.478,0.238,0.85,0.37,0.311,0.307,0.438,4.056,2.141,7.54,1.037,0.396,0.425,0.27,2.239,1.921,0.78,0.869,1.379,2.088,2.387,6.267,1.645,2.179,2.388,5.257,1.215
K07997,0.09,0,0.069,0.181,0.284,0.102,0.601,0.412,0.219,0.074,0.126,0.461,0.13,0.998,0.325,0.454,0.269,0.045,0.082,0.149,0,0.185,0.155,0.158,0,0.51,0.698,0.455,0.096,0.066,0.246,0.591,0.143,0.029,0.16,0.198,0.343,0.534,1.443,0.884,0.236,0.381,0.513,0.214
K07998,0.256,0.443,0.398,0.21,0.253,0.426,1.821,0.798,0.413,0.24,0.424,0.796,0.522,0.845,1.322,1.027,0.321,0.464,0.319,0.582,0.35,0.18,0.315,0.714,2.426,3.142,2.505,0.92,0.521,0.233,0.234,1.115,1.086,0.341,0.762,1.479,0.602,2.316,2.689,2.295,1.386,1.558,2.177,2.095
K07999,0.824,1.319,2.054,1.766,1.769,1.557,2.682,1.877,2.517,2.591,3.483,3.482,2.241,4.231,1.838,4.037,1.697,1.113,0.909,1.981,1.441,0.661,1.091,3.317,16.263,14.353,14.318,7.036,1.534,2.717,2.24,10.91,5.867,4.608,6.035,3.349,4.309,17.539,17.03,14.35,12.264,15.603,16.245,12.799
K08000,0.07,0,0,0,0.054,0.118,0.131,0.057,0.067,0.062,0,0.107,0.036,0,0.069,0.122,0,0,0.026,0.06,0,0,0,0,0,0.073,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0
K08001,0,0,0,0.039,0.166,0.275,0,0.044,0.26,0.096,0.208,0.11,0.276,0.45,0,0.126,0.091,0.082,0.079,0,0.111,0.076,0.187,0.79,0,0,0,0,0.161,0.043,0.052,0.332,0.363,0.163,0.371,0.172,0.063,0,0,0,0.198,0.299,0,0
K08002,0,0,0,0,0.234,0.258,0.095,0.165,0.196,0.271,0.195,0,0,0,0,0.237,0,0,0.074,0,0,0,0.141,0.185,0,1.269,0,0.121,0.151,0,0.194,0,0.114,0.204,0,0.537,0,0.6,0.336,0,0.186,0,0.331,1.652
K08003,0.089,0.148,0.084,0.099,0.13,0.346,0.16,0.139,0.197,0.332,0.393,0.449,0.348,0.767,0.133,0.159,0.19,0.102,0.124,0.442,0.025,0.024,0.094,0.062,0.116,0.426,0,0.244,0.178,0.107,0.161,0.628,0.152,0.34,0.077,0.321,0.239,0.465,0.113,0.581,0.931,0.807,0,0.277
K08004,0.049,0.054,0,0,0,0,0,0.061,0.072,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0.512,0.157,0.253,0.358,0,0,0.072,0,0,0,0.172,0,0,0,0,0.286,0.55,0.138,0.123,0.458
K08005,0.172,0.141,0.271,0.095,0.151,0.377,0.431,0.072,0.44,0.373,0.447,0.246,0.281,0.137,0.242,0.458,0.155,0.166,0.107,0.545,0.222,0.345,0.068,0.684,4.342,3.274,4.017,0.414,0.386,0.091,0.679,0.887,1.221,0.978,0.474,1.233,0.678,2.659,3.781,2.415,1.899,2.181,3.107,1.678
K08006,0,0.069,0.249,0.04,0.047,0.163,0.144,0.028,0.059,0.016,0,0.124,0.322,0.309,0.076,0.264,0.103,0.141,0.06,0.089,0.182,0.108,0.1,0.824,0.95,1.215,1.503,0.232,0.046,0.193,0.17,0.179,0.701,0.205,0.361,0.491,0.392,0.78,3.429,1.075,0.558,0.355,2.996,0.167
K08008,0.044,0.203,0,0.052,0,0,0.257,0.058,0.233,0,0.098,0.068,0.069,0.079,0.018,0.326,0.057,0.102,0.108,0.347,0.036,0.012,0.046,0.033,0.272,0,0.656,0.613,0.027,0.105,0.228,0.664,0.737,0.259,0.232,0.249,0.206,0.777,0.522,1.749,0.618,0.581,0.275,0.779
K08010,0,0.066,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0.335,0.506,0.149,0.186
K08017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.883,0,0,0,0,0,0,0
K08022,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0.063,0.102,0.223,0.467,0.228,0,0,0.262,0,0.379,1.338,0.49,0,0.135
K08041,0,0,0.056,0,0,0.102,0,0.065,0.077,0,0,0,0,0,0.04,0.047,0,0.03,0.025,0,0.076,0,0,0.031,0.512,0.921,0.068,0.081,0,0,0,0,0.114,0,0.214,0.043,0.047,0,0.252,0.218,0.124,0,0.111,0.277
K08042,0,0,0.178,0,0.055,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0.272,0,0.527,0,0
K08049,0.105,0,0.132,0,0.123,0,0.231,0,0,0.11,0,0.163,0,0,0,0,0,0,0.09,0,0,0,0.111,0,0.545,0,1.078,0,0,0,0,0.491,0.179,0.16,0.183,0,0.188,0.315,0,0,0,0.294,0.261,0.65
K08054,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.972,0,0,0,0,0,0,0
K08056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.214,0,0,0,0,0,0,0
K08057,0,0,0,0,0,0,0,0,0,0.155,0,0,0,0.093,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.922,0,0,0,0,0,0,0
K08059,0.134,0,0.413,0.12,0.49,0.493,0.616,0.277,0.211,0.12,0.184,0.238,0.207,0.077,0.037,0.453,0.186,0.218,0.083,0.335,0.303,0.111,0.075,0.98,0.3,0.645,0,0.793,0.41,0.075,0.518,0.625,0.071,0.102,0,0.246,0,0.622,0,0.359,0,0.355,0.771,0.132
K08062,0.035,0.029,0.174,0.092,0.1,0.207,0.19,0.089,0.3,0.206,0.204,0.12,0.373,0.287,0.063,0.704,0.139,0.303,0.189,0.322,0.176,0.185,0.102,0.279,0.411,2.625,0.81,1.043,0.253,0.145,0.256,0.436,0.594,0.47,0.496,0.555,1.435,0.991,0.342,0.535,1.303,1.112,0.575,0.656
K08065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.247,0.112,0.238,0,0,0,0,0,0,0,0,1.581,0,0,0,0,0,0,0
K08066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,0.671,0,0.384,0,0,0,0,0,0,0,0,1.242,0,0,0,0,0,0,0
K08068,7.39,10.055,15.658,11.214,39.251,12.176,18.093,11.353,11.717,28.386,22.381,21.696,25.459,21.184,20.119,17.163,22.063,27.631,34.157,36.894,23.697,19.998,14.043,8.397,6.871,6.653,5.199,6.388,3.145,7.656,20.961,8.773,2.8,2.377,3.23,3.358,23.236,6.054,8.28,22.06,29.118,34.668,25.799,21.774
K08069,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.292,0,0,0,0,0,0,0
K08070,13.798,20.909,28.509,23.849,16.366,28.434,26.287,23.008,22.596,25.594,35.281,28.663,27.084,34.616,25.252,36.268,21.089,13.339,13.424,29.8,12.823,12.278,14.878,38.994,78.937,75.039,64.42,34.581,12.515,14.984,23.823,61.432,35.272,28.155,39.079,26.076,28.287,88.053,54.559,79.824,78.047,71.544,63.4,74.526
K08073,0.595,0.821,2.841,0.513,0.745,0.857,0.842,1.091,2.149,2.273,1.435,1.176,1.421,10.839,4.463,8.472,1.143,0.75,1.408,0.749,0.519,0.637,0.545,1.726,10.211,7.418,8.35,2.695,1.145,1.434,2.641,4.81,2.298,1.949,1.597,1.829,8.66,12.892,6.86,9.329,10.379,8.4,9.457,6.05
K08074,0,0,0,0,0.462,0.085,0.674,0.053,0.331,0.204,0.677,0.144,0.64,1.261,1.237,1.046,0.131,0.069,0.309,0.141,0.158,0.247,0.24,0.065,0.533,0.357,0.048,0,0.055,0.031,0.234,0.175,0.049,0.026,0.015,0.083,0.134,0,0.189,0.109,0.288,0.282,0.092,0.362
K08076,0.736,1.366,1.092,2.975,2.492,2.249,2.654,1.176,1.993,1.306,1.729,1.548,2.071,3.587,2.424,3.469,1.168,1.761,1.122,1.606,0.532,0.974,0.546,2.036,11.431,6.42,11.408,2.218,0.789,1.146,1.7,4.412,6.987,4.95,4.993,3.727,3.19,10.325,14.864,6.309,8.925,7.141,10.478,6.022
K08077,0,0,7.079,0,1.672,6.924,0.172,0.69,0.106,5.108,0.142,1.351,17.641,1.973,0,0,0.029,4.244,0,0.095,11.62,0,0,0,0,0,0,0.088,0,0.146,0,0,0,0,0,8.418,0.043,0,0,0.14,0,0,0,0
K08080,0.331,0.179,0.63,0.271,0.402,0.627,0.488,0.397,1.485,3.62,1.099,2.55,0.843,1.776,0.523,1.353,0.633,0.243,0.918,0.529,0.351,0.786,0.488,0.685,2.481,3.775,5,1.581,0.266,0.412,1.815,1.921,0.775,2.103,0.724,0.799,1.721,2.039,3.388,2.437,2.886,1.073,4.104,2.644
K08081,5.678,11.707,17.383,13.101,20.172,23.638,21.833,20.308,21.101,18.64,20.376,18.07,42.363,51.141,39.336,83.265,17.087,14.345,17.857,31.379,12.042,14.757,15.152,64.045,50.355,29.103,51.794,19.867,8.073,9.556,15.801,35.108,15.878,10.274,15.583,11.975,38.19,46.375,45.79,39.178,36.16,35.823,38.5,31.601
K08082,43.198,55.9,98.169,77.431,112.249,150.033,118.587,140.304,133.065,144.704,138.746,143.32,199.89,222.768,147.697,228.532,80.831,69.33,65.883,132.564,68.363,52.151,78.781,176.151,215.712,191.809,211.736,100.411,39.467,48.651,69.934,133.547,71.389,58.768,88.147,75.024,122.941,123.572,253.817,123.669,122.594,167.745,226.417,123.907
K08083,222.772,242.871,214.859,189.927,202.254,230.874,222.501,238.78,229.975,201.088,211.187,217.579,184.277,200.644,216.58,203.379,203.737,152.543,187.32,178.293,206.833,227.241,229.548,192.864,183.925,199.795,172.073,202.824,217.835,205.635,192.669,170.632,202.113,215.002,212.959,206.246,198.392,133.163,167.455,132.113,134.572,128.41,140.255,126.273
K08084,195.869,207.916,249.753,188.481,187.883,201.958,201.806,203.621,194.503,188.173,196.262,175.342,204.332,165.019,174.34,194.204,175.776,196.848,165.541,165.596,199.615,203.333,201.859,188.644,126.719,151.677,96.575,182.715,206.32,185.547,182.974,167.677,172.445,188.375,186.55,193.832,150.537,107.81,94.208,108.394,127.546,109.524,87.964,117.724
K08085,112.828,131.624,105.854,106.895,93.281,58.493,88.882,77.795,42.382,76.424,106.169,74.813,52.558,37.39,69.781,26.781,119.591,95.348,118.484,70.422,146.941,140.771,147.484,47.954,10.091,42.038,6.195,109.454,114.682,148.646,127.001,63.556,127.75,135.755,127.966,133.049,25.608,32.767,7.748,39.594,46.514,24.081,5.04,35.701
K08086,360.04,401.633,358.833,341.572,278.113,238.71,310.874,284.444,276.9,308.932,302.561,272.784,225.374,198.531,288.379,185.277,384.971,292.673,374.058,278.824,392.377,400.515,410.827,217.931,108.114,144.835,87.938,324.478,361.25,424.082,376.566,227.864,333.041,369.266,328.535,347.556,233.343,144.11,99.087,148.201,160.762,116.869,81.495,143.01
K08087,3.794,0.082,5.733,20.27,3.994,4.931,0.809,2.397,0.577,2.077,0.422,0.414,4.522,1.564,0.307,0.131,0,0.396,0,0.032,1.029,2.04,3.553,1.732,0,0.85,0,0.133,0,0.807,0,0.113,7.898,1.161,0.592,0.118,4.438,0,0,0,0,0,0.184,0
K08088,0,0,0.231,0.124,6.6,10.366,1.462,2.713,0.847,0.03,0.065,0.182,0.59,0,0.067,0,0.054,0.752,0,0,0.103,0.418,3.365,0.869,0,0.536,0,0,0.051,0.296,0,0,0.419,1.662,0,0.336,3.092,0,0,0,0,0,0,0
K08092,20.834,2.144,7.779,31.058,14.053,9.508,5.153,11.399,17.646,24.959,14.718,38.195,17.448,16.399,9.636,13.618,4.174,12.213,2.548,5.647,3.312,2.554,6.019,8.405,18.957,14.252,23.177,7.188,22.293,7.066,8.544,10.161,10.921,3.674,12.913,19.61,10.27,8.01,33.132,9.262,8.946,11.939,25.152,11.984
K08093,9.89,8.174,29.774,15.173,25.045,28.44,24.936,23.527,27.756,43.943,37.754,34.499,22.268,24.758,22.424,31.239,16.304,26.064,17.391,25.716,11.059,11.12,15.188,12.092,14.061,16.535,10.882,7.978,7.659,8.193,12.015,21.537,12.385,18.597,18.385,17.403,8.109,12.597,19.272,17.899,14.141,13.1,14.08,11.724
K08094,26.82,23.432,33.452,23.108,28.012,27.162,26.004,28.035,20.863,35.53,25.513,28.941,37.118,23.48,23.983,33.477,34.082,38.627,41.66,32.197,29.676,24.001,25.988,25.985,15.334,12.414,8.21,14.223,111.346,43.778,30.271,27.456,37.912,40.133,32.777,37.238,11.694,20.177,13.506,19.326,18.848,15.663,9.316,16.219
K08095,0.139,0.726,1.59,1.468,0.231,0.291,2.26,0.431,0.25,0.386,0.788,0.43,2.161,4.972,2.531,2.984,0.431,0.678,0.496,0.892,0.491,0.273,0.529,0.741,2.898,1.466,7.906,2.591,0.289,0.452,0.573,1.017,0.915,0.821,0.679,1.404,4.969,2.782,1.766,3.345,5.709,6.829,2.058,2.435
K08096,0.317,0.793,0.936,0.842,0.342,0.459,0.48,0.451,0.393,0.318,0.394,0.949,0.171,0.57,0.36,0.776,1.216,0.475,0.638,0.517,0.459,0.28,0.22,0.384,5.825,10.651,2.646,1.362,0.655,0.939,1.793,2.196,1.258,2.422,4.221,0.658,1.132,7.145,3.273,4.834,5.034,3.15,2.696,7.89
K08097,6.826,8.263,14.772,11.161,14.591,15.544,14.434,13.328,14.337,15.756,16.092,16.962,36.717,48.292,29.7,46.835,15.079,12.951,14.395,18.548,8.027,7.562,6.196,24.077,71.661,47.323,59.858,20.163,7.639,12.321,20.861,35.682,21.949,18.919,25.362,15.573,31.824,66.9,85.706,62.799,55.936,63.764,80.494,55.164
K08099,0,0.115,0.104,0.044,0.016,0.036,0.108,0.035,0.29,0.071,0.287,0.266,0.159,0.307,0.273,0.148,0.12,0.06,0.03,0.041,0,0.016,0,0.074,0.656,1.876,0.116,2.642,0.071,0.035,0.191,0.808,0.089,0.107,0.168,0.476,0,2.842,0.426,0.686,0.774,0.808,0.948,1.1
K08100,29.493,48.354,40.959,78.062,40.072,50.104,64.847,39.811,69.618,45.796,58.881,59.79,49.92,80.684,65.759,86.517,41.509,25.52,35.986,48.918,32.129,45.443,42.528,74.513,281.123,178.779,314.48,126.459,54.778,43.284,69.484,195.082,158.454,95.013,129.376,84.412,117.54,340.046,264.403,283.569,246.074,242.757,256.466,290.354
K08104,0.234,0.322,0.655,0.315,0.65,0.547,0.637,0.364,0.889,0.361,0.839,0.389,0.428,2.01,1.574,0.734,0.357,0.425,0.451,0.819,0.215,0.366,0.19,1.413,4.481,0.508,5.079,1.543,0.324,0.289,1.104,1.067,2.343,1.608,1.966,1.237,2.292,5.165,2.725,5.084,4.663,2.809,2.051,5.214
K08105,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0,0,0,0,0.185,0.036,0,0,0.058,0,0,0,0,0,0,0.133,0,0,0.094,0,0,0,0,0,0,0,0.154,0,0,0
