KOs,Astragalus sinicus1,Astragalus sinicus2,Astragalus sinicus3,Astragalus sinicus4,Melilotus officinalis1,Melilotus officinalis2,Melilotus officinalis3,Melilotus officinalis4,Vicia villosa1,Vicia villosa2,Vicia villosa3,Vicia villosa4,Pisum sativum1,Pisum sativum2,Pisum sativum3,Pisum sativum4,Trifolium incarnatum1,Trifolium incarnatum2,Trifolium incarnatum3,Trifolium incarnatum4,Medicago sativa1,Medicago sativa2,Medicago sativa3,Medicago sativa4,Fagopyrum tataricum1,Fagopyrum tataricum2,Fagopyrum tataricum3,Fagopyrum tataricum4,Brassica juncea1,Brassica juncea2,Brassica juncea3,Brassica juncea4,Cichorium intybus1,Cichorium intybus2,Cichorium intybus3,Cichorium intybus4,Lolium multiflorum1,Lolium multiflorum2,Lolium multiflorum3,Lolium multiflorum4,Triticum turgidum1,Triticum turgidum2,Triticum turgidum3,Triticum turgidum4
K08106,0.422,0.295,0.44,0.449,0.604,1.529,1.45,0.609,1.271,0.885,2.119,0.612,1.283,4.143,1.487,6.246,1.396,0.653,0.63,1.662,0.465,0.617,0.366,2.793,8.484,7.915,8.609,1.819,0.692,0.862,0.786,2.316,1.818,0.881,1.284,1.291,3.392,5.244,7.226,4.624,3.685,5.526,10.261,4.13
K08115,0.022,0.024,0.093,0,0.304,0.901,0.031,0.115,0.561,0.334,0.091,0.194,0.091,0.08,0.096,0.114,0.078,0.724,0.107,0.103,0.038,0.196,0.163,0.13,0.162,0,0.551,0,0.091,0.04,0.23,0.275,0.038,0.061,0.136,4.949,0,0.066,0.135,0,0.149,0.263,0.027,0
K08119,0.029,0.032,0.036,0,0,0.037,0.041,0.071,0,0,0.084,0,0,0,0,0,0.018,0.149,0.096,0.151,0.38,0.031,0,0,0,0,0,0,0,0.069,0.125,0,0.172,0.088,0.175,0,0,0.043,0,0,0.12,0.04,0,0.178
K08120,2.901,0.194,0.291,11.218,0.259,0.911,1.353,0.653,0.421,1.246,0.324,0.559,0.084,0.19,0.863,0.356,1.511,2.055,0.323,1.117,0.093,4.049,0.604,0.033,0.03,1.338,0,3.103,0.654,2.772,0.687,2.439,0.464,1.332,1.23,5.304,0.448,0.166,0.118,0.66,0.943,0.099,0.102,0.493
K08121,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.755,0,0,0,0,0,0,0
K08122,0.047,0,0,0,0,0,0.13,0.05,0,0,0,0.018,0,0,0,0,0,0.281,0.026,0.399,0.037,0.087,0.025,0,0,0,0,0,0.023,0.548,0.441,0.109,0.08,0,0,0.167,0.132,0,0.08,0,0,0,0,0
K08123,0,0,0,0,0,0.576,0,0,0.196,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K08124,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K08127,0,0,0,0,0,0,0,0,0.042,0,0,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K08130,0,0,0,0,0.079,0.489,0.063,0,0.006,0,0,0.104,0.007,0.126,0.006,0.015,0.038,0,0,0.003,0,0.051,0.016,0,0,0.04,0.124,0.137,0.026,0.171,0.012,0.02,0,0.006,0,0.233,0.083,0,0,0,0,0.033,0,0
K08132,0.117,0,0.318,0.043,0.068,0.059,0.08,0.07,0.171,0.342,0.47,0.285,0.087,0.07,0.103,0.1,0.084,0.132,0.102,0.147,0.045,0.098,0,0,0,0.308,0,0.035,0.313,0.221,0.334,0.376,0.099,0.245,0.203,0,0,0.275,0,0,0.156,0.386,0,1.323
K08136,0.154,0.307,0.953,0.13,0.34,0.15,0.954,0.169,0.712,0.322,0.274,0.684,0.118,0.785,0.348,1.367,0.285,0.239,0.169,0.454,0.17,0.138,0.041,1.714,3.331,3.158,0.914,0.736,0.222,0.442,0.499,0.738,1.423,0.397,1.386,0.602,0.493,1.024,1.005,1.704,1.848,1.411,1.795,2.903
K08137,25.152,2.47,8.649,43.027,25.092,29.482,8.075,18.397,11.36,14.621,6.282,16.328,15.757,5.189,6.221,4.114,1.408,52.643,1.601,1.754,2.061,3.108,16.313,9.784,3.208,12.269,5.584,10.447,22.255,4.846,1.032,3.095,12.219,7.516,13.271,15.679,19.59,5.742,2.557,2.637,4.588,4.473,4.083,5.018
K08138,12.85,6.885,21.195,39.789,23.908,18.569,16.388,18.28,20.885,30.703,21.262,28.645,27.775,35.065,23.013,29.838,13.751,37.114,13.535,16.251,10.839,11.818,19.19,20.281,35.191,39.567,41.296,13.802,6.269,16.571,17.902,25.882,30.148,11.286,32.394,51.683,19.335,25.07,55.95,31.15,30.19,41.958,45.524,34.822
K08139,6.537,23.147,24.128,24.894,34.951,54.645,40.999,51.694,10.581,8.169,15.551,10.648,24.753,39.469,33.915,64.519,30.7,22.355,25.676,52.709,16.545,13.02,12.25,68.154,62.831,23.99,79.132,28.008,7.282,12.028,13.865,48.365,29.4,11.431,15.933,14.231,45.863,73.318,57.752,59.255,49.022,45.855,45.24,59.989
K08141,3.991,4.843,10.146,8.684,10.24,12.902,11.335,12.91,13.186,15.095,12.61,18.19,15.341,22.581,11.664,22.932,9.645,10.27,8.441,12.588,6.778,5.597,7.24,20.529,32.117,22.502,32.639,14.184,4.43,7.363,7.939,22.99,11.61,8.249,11.448,8.337,24.193,27.915,39.115,27.457,24.194,21.305,38.922,25.176
K08142,0.013,0.048,0.077,0.346,0,0.314,0.09,0.223,0.038,0.334,0.275,0.211,0.315,0.652,0.153,0.641,0.062,0.193,0.219,1.029,0.043,0.098,0.116,0.888,0.067,0,0,0.143,0.087,0.123,0.038,0.383,0.09,0.039,0.102,0.189,2.573,0.147,0,0.284,0,0.182,0,0.08
K08143,4.334,1.104,4.444,1.632,5.455,5.076,1.707,5.001,3.784,3.079,4.586,3.708,5.946,5.495,2.819,4.212,0.654,0.772,3.071,2.757,1.737,1.66,2.024,1.556,1.114,0.529,1.271,2.756,1.546,0.913,0.397,2.99,5.72,11.068,1.724,1.337,0.262,1.032,0.749,2.153,1.454,1.974,0.527,2.363
K08144,0.044,0.027,0,0,0.311,0.102,0.158,0,0.136,0.033,0.036,0,0,1.274,0.093,0.536,0,0.055,0.028,0,0.076,0.201,0.099,0.377,0.161,0,0.132,0.08,0.028,0.015,0.064,0.296,0.042,0,0,0.099,0,0,0,0,0.137,0.104,0,0
K08145,1.867,1.841,1.997,2.382,1.124,3.603,1.961,4.028,3.571,4.48,5.03,6.443,5.061,5.051,3.369,3.025,1.393,0.615,1.157,1.834,1.094,0.768,1.429,2.549,3.218,1.89,3.751,2.336,0.637,1.1,1.421,4.7,0.816,0.877,0.932,1.175,5.102,2.766,3.338,2.318,3.237,1.242,1.861,2.663
K08147,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K08149,0.047,0,0,0.125,0.382,0.322,0.237,0.058,0.118,0.055,0.244,0.09,0.071,0.125,0.03,0.024,0.057,0.376,0.156,0,0.107,0,0.098,0,0.712,0,0.587,0.166,0.015,0.056,0.11,0.483,0.156,0.127,0.24,0.061,1.521,1.508,0.46,0.661,0.21,0.163,0,0.359
K08150,1.355,1.815,2.606,3.078,4.269,4.252,4.931,3.52,5.177,4.722,6.048,4.878,3.418,9.167,4.822,6.318,4.731,2.315,2.647,3.13,2.211,2.177,9.948,4.887,5.518,3.897,4.916,2.559,1.905,2.149,3.15,8.362,3.566,1.825,2.594,2.353,9.622,6.324,5.705,6.398,6.973,9.019,3.892,7.461
K08151,113.498,157.47,220.289,165.475,225.304,253.175,189.539,275.368,175.694,185.063,223.613,187.768,290.365,321.049,214.004,342.223,204.479,170.16,202.404,284.026,179.497,198.007,191.417,301.908,284.192,276.185,292.259,145.129,64.654,113.227,132.246,228.258,148.286,123.417,142.471,117.731,184.951,229.945,344.745,233.963,215.713,251.706,310.488,217.451
K08152,0.622,0.758,2.127,0.671,1.246,2.476,4.931,2.075,2.938,1.475,3.376,2.005,1.508,2.476,1.301,3.352,1.501,1.059,1.293,2.351,1.556,0.803,1.049,2.413,6.691,9.086,5.512,5.022,0.952,0.98,1.946,6.028,4.315,2.596,3.87,2.62,1.707,9.515,5.576,8.39,7.638,10.219,10.105,10.133
K08153,45.648,54.497,40.432,31.083,43.501,45.001,49.293,41.114,57.366,55.46,45.169,65.497,48.963,66.616,98.439,63.887,47.888,25.901,21.277,35.721,27.451,27.882,41.044,39.502,127.144,111.087,121.437,49.842,82.674,41.706,50.897,67.249,50.843,46.909,54.563,38.691,75.88,90.535,117.545,92.492,85.678,96.131,129.418,84.044
K08154,38.542,10.1,18.865,45.899,26.808,35.331,23.459,33.941,10.95,19.337,14.36,19.639,18.374,12.415,15.875,8.865,17.187,67.329,20.101,10.788,26.551,18.397,25.38,16.693,6.11,10.949,5.783,18.431,57.67,36.836,18.865,12.223,30.039,26.404,27.769,35.45,13.197,8.501,6.239,9.675,11.637,5.164,2.244,6.12
K08155,0.904,1.247,1.432,0.256,0.352,0.891,1.681,0.924,1.621,1.128,1.483,1.153,4.515,3.803,1.679,2.778,1.16,1.538,2.243,0.362,1.591,1.423,0.965,1.059,1.535,2.124,1.424,1.109,1.277,0.754,1.628,2.27,2.341,0.911,1.196,1.516,0.595,5.391,2.081,3.01,4.171,2.295,5.035,2.534
K08156,10.487,14.195,22.994,19.347,64.624,19.211,29.458,14.991,44.389,71.65,38.006,55.114,43.307,51.731,40.174,30.407,29.311,37.265,40.932,43.384,34.272,26.971,20.571,12.842,17.391,17.256,10.7,14.49,4.712,25.693,26.121,15.497,2.645,1.915,3.296,5.392,48.406,10.242,29.793,26.6,25.278,36.982,29.46,26.884
K08157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K08158,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K08159,128.369,96.777,33.159,71.819,47.853,56.234,40.16,51.849,148.877,91.089,73.898,103.888,39.972,22.723,74.394,20.502,55.587,74.489,54.724,52.258,59.177,64.004,57.238,27.816,11.681,28.901,12.15,59.958,106.886,72.121,47.323,25.586,79.978,80.556,62.563,84.555,117.891,32.55,16.33,28.556,25.531,16.256,9.775,28.935
K08160,74.889,65.89,64.996,66.889,59.16,41.555,40.175,45.856,53.906,45.822,30.97,45.879,26.49,17.718,46.373,16.756,79.754,92.416,57.736,56.141,44.311,50.764,76.563,29.768,4.218,26.004,5.698,34.773,57.779,59.733,45.896,27.017,47.991,47.354,33.071,53.841,55.932,10.42,5.703,17.592,16.722,12.506,1.342,12.434
K08161,107.774,94.039,53.7,130.148,58.949,52.107,45.072,54.332,30.944,50.07,42.286,49.037,50.718,54.566,104.842,40.08,55.37,132.01,66.085,57.201,100.187,88.481,72.103,29.709,38.585,47.851,32.832,83.848,136.68,111.96,89.912,43.54,75.091,86.801,62.869,96.284,35.772,42.68,32.401,38.659,43.486,36.887,27.943,42.414
K08162,12.239,9.036,11.137,8.788,16.026,33.097,28.28,25.273,28.09,18.166,13.397,26.176,7.549,11.841,19.866,17.429,12.053,46.843,9.042,10.508,13.625,28.925,20.788,8.732,6.921,7.822,4.441,16.889,50.664,12.626,15.275,16.44,11.748,12.649,14.462,12.433,13.494,8.717,4.204,10.887,8.887,5.226,4.557,15.044
K08163,0.709,0.137,2.971,0.152,8.926,12.773,5.57,5.348,1.686,0.428,0.502,0.804,0.091,0.457,4.367,0.186,0.052,1.288,0.063,0.065,1.194,4.449,2.978,0.305,0.721,0.379,2.092,0.539,0.15,0.28,0.5,1.813,1.537,1.278,0.223,0.876,1.315,1.052,0.964,0.794,0.592,0.354,0.955,1.095
K08164,7.049,2.396,6.524,4.518,13.694,10.793,5.244,7.144,16.931,16.349,13.654,15.307,18.413,10.676,7.553,9.222,9.672,9.038,7.43,12.098,3.331,6.492,7.292,19.667,10.171,6.816,7.979,6.82,4.195,7.786,3.415,6.942,6.29,2.627,3.106,4.402,10.615,4.359,6.83,4.193,3.107,4.285,3.022,3.043
K08166,390.664,246.991,263.146,340.374,250.75,297.695,212.285,291.652,321.647,280.42,313.919,315.027,307.288,237.733,315.012,334.883,238.438,254.573,216.386,306.59,222.031,177.283,211.057,357.008,384.034,210.303,388.84,295.357,229.59,237.096,251.321,347.668,269.942,240.549,229.237,263.519,389.282,370.878,262.492,358.562,299.871,340.644,264.942,362.241
K08167,134.544,145.444,191.244,166.202,118.856,145.933,145.229,152.002,124.343,162.295,163.681,163.771,151.942,133.991,140.463,138.252,186.126,182.289,217.854,185.187,159.816,125.938,129.309,169.703,177.498,121.449,187.141,157.127,167.736,211.238,193.237,181.423,165.274,228.405,191.484,199.308,150.126,208.087,128.892,208.378,192.749,203.496,142.689,222.759
K08168,11.543,12.424,17.855,17.88,43.886,18.543,32.171,26.285,23.986,34.012,27.896,30.998,50.152,42.156,30.091,57.935,30.717,28.647,36.271,47.245,29.299,23.306,19.223,24.637,27.33,22.457,26.977,18.63,7.22,14.464,23.877,24.111,11.028,8.126,11.665,7.001,41.863,26.847,26.926,35.652,33.667,40.674,38.118,36.999
K08169,227.311,187.098,202.109,195.628,153.296,176.45,133.859,190.028,112.578,154.377,157.261,144.765,160.783,124.037,163.449,123.476,175.322,230.694,187.505,189.978,173.707,173.698,191.454,199.993,91.259,95.791,76.389,134.955,219.938,174.682,155.901,130.277,143.745,168.508,143.252,163.288,137.774,82.382,65.141,94.884,96.415,79.523,57.382,84.27
K08170,2.765,1.181,2.469,1.873,3.052,2.476,3.383,3.598,3.536,3,2.699,9.021,7.821,3.168,4.369,3.417,1.636,1.31,1.57,2.48,0.604,1.303,1.021,6.344,15.626,10.851,14.753,4.216,1.522,2.337,2.291,4.329,3.405,2.465,4.233,3.338,6.891,10.014,14.771,9.18,9,9.722,15.443,10.52
K08171,0.032,0.035,0.164,0.082,0.019,0.124,0.106,0.066,0.094,0.076,0.104,0.144,0,0.169,0,0.132,0.116,0.129,0.059,0.073,0.102,0.226,0.205,0.132,0.042,0.118,0.163,0.029,0.051,0.09,0.135,0.248,0.027,0.034,0,0.15,1.417,0.068,0,0.391,0.197,0.09,0,0.149
K08172,343.766,382.638,309.379,348.052,259.571,250.288,273.952,253.43,258.882,227.776,330.053,242.53,214.081,146.231,218.304,170.641,300.959,299.051,360.767,281.118,419.264,274.116,272.658,246.148,193.214,186.902,183.514,335.924,390.732,363.831,356.448,232.298,315.674,363.976,351.618,325.946,263.727,225.544,138.672,212.847,223.327,183.948,139.867,214.588
K08173,68.715,98.316,67.365,111.246,92.202,88.239,67.635,70.171,135.265,105.77,83.757,110.228,102.672,90.717,107.356,76.415,58.436,65.873,66.25,99.801,76.575,71.382,72.282,92.547,83.946,65.918,77.777,66.112,149.503,56.059,59.519,69.964,46.462,39.073,55.28,62.566,176.116,66.048,56.601,70.929,78.205,91.83,72.756,77.767
K08174,0.171,0.197,0.23,0.187,0.252,0.197,0.149,0.353,0.177,0.367,0.369,0.355,0.918,0.743,0.479,1.009,0.625,0.177,0.315,0.634,0.302,0.136,0.151,1.118,3.217,3.303,2.128,0.782,0.29,0.385,0.526,1.204,1.221,1.033,0.902,0.85,1.366,1.989,4.069,1.727,1.765,2.689,6.153,2.316
K08175,0.575,1.105,1.273,0.873,0.734,0.992,0.767,0.829,1.813,1.462,0.865,2.208,0.917,1.258,1.179,0.788,1.364,0.791,0.881,1.183,0.355,0.487,0.242,1.75,21.337,13.494,12.538,2.518,0.679,0.974,2.129,4.571,3.188,3.55,3.173,2.037,2.87,7.185,13.401,9.731,10.074,12.487,17.47,5.233
K08176,0.069,0.25,0.418,0.149,0.441,1.181,0.558,0.611,1.447,0.849,0.732,0.778,1.417,1.077,0.669,1.138,0.363,0.752,0.422,0.89,0.282,0.093,0.258,0.902,2.238,4.851,4.288,1.917,0.38,0.193,0.588,0.729,0.448,0.295,0.603,0.608,13.262,1.679,4.201,0.921,1,2.045,2.757,1.992
K08177,317.316,290.861,297.925,306.895,255.578,267.433,253.072,270.618,287.326,267.947,249.069,254.858,223.034,180.034,238.287,199.473,266.24,262.438,271.401,255.625,281.648,301.729,314.889,263.627,234.929,233.901,227.51,322.061,220.608,290.853,271.587,282.768,317.648,328.148,325.389,314.959,266.028,231.565,203.703,236.546,224.861,204.314,190.934,211.84
K08178,52.199,9.291,23.325,88.621,33.964,31.751,19.75,29.469,30.38,27.71,22.996,31.777,37.9,41.916,25.637,47.409,19.547,33.25,15.288,33.01,14.894,12.382,18.044,43.843,77.219,77.321,83.168,35.901,35.857,17.417,21.366,45.022,34.433,22.879,40.946,50.517,29.596,55.092,85.249,50.803,54.226,64.772,83.562,55.263
K08179,0,0,0.115,0.444,0,0.118,0.13,0,0,0.124,0,0.142,0.213,0,0,0.081,0.056,0,0.153,0.06,0.053,0,0.042,0.233,0,0.29,0,0,0,0,0.133,0,0.156,0.07,0,0,0,0,0,0,0,0,0,0
K08180,0.046,0,0,0,0.129,0.178,0.079,0.114,0.415,0.075,0,0.043,0.147,0.283,0,0.136,0.378,0.229,0,0.061,0,0.098,0.05,0.248,0.246,0.594,0.321,0.326,0.054,0.056,0.137,0,0.081,0.07,0,0.089,0.412,0.718,0,0.3,0.609,0.776,0,0
K08181,0,0.19,0.075,0.063,0.034,0.035,0.164,0.072,2.786,0.416,0.036,1.21,0,0.255,0.111,0.048,0.106,0.066,0.097,0.076,0.066,0.1,0.057,0.118,0.774,0.966,0.07,0.305,0.073,0.175,0.082,0.336,0,0,0.15,0.094,0.363,0.265,0.068,0.509,0.735,0.076,0,0.266
K08182,0.132,0.485,0.552,0.513,0.909,0.488,0.655,0.51,0.499,0.162,0.072,0.615,0.368,0.688,0.592,0.73,1.057,0.364,0.914,0.572,0.184,0.248,0.172,1.951,0.963,0.529,1.012,0.375,0.087,0.212,0.473,0.664,0.353,0.078,0.425,0.158,1.253,1.18,0.29,0.778,1.207,0.71,0.382,0.692
K08183,0.286,0.557,0.635,0.577,0.574,0.761,0.596,0.484,0.506,0.492,0.458,0.431,4.131,3.058,1.823,3.793,2.06,1.595,1.947,3.741,0.191,0.214,0.183,1.292,0.283,0.86,0.812,0.729,0.264,0.256,0.322,0.986,1.174,0.631,0.45,0.364,0.222,1.541,0.398,1.322,2.014,0.681,0.393,2.665
K08184,0.093,0.184,0.417,0.193,1.601,1.811,1.113,0.882,0.151,0.062,0.066,0.127,0.521,0.34,0.234,1.527,1.844,0.703,0.762,2.985,0.541,1.387,0.695,5.805,0.425,0.741,0.225,0.066,0,0,0.097,0.802,0.099,0.267,0.408,0.186,0.052,1.051,0.56,0.896,0.279,0.149,0.198,0.417
K08185,0.088,0.135,0.241,0.051,0.566,0.763,1.113,0.736,2.544,0.633,0.686,0.872,4.306,0.954,0.379,0.932,0.155,0.104,0.398,1.077,0.57,0.275,1.019,3.016,0.065,0.153,0.23,5.791,0.139,0.375,0.234,0.241,2.759,0.681,0.392,2.371,0.09,0.076,0,0.456,0.365,0.069,0,0.272
K08186,0.307,0.708,1.443,0.64,1.162,1.398,1.702,1.198,0.681,0.59,1.118,0.998,0.904,0.763,0.833,1.769,0.94,0.508,0.443,1.783,1.107,1.528,0.998,5.135,3.264,4.754,3.991,0.715,0.273,0.383,0.476,1.456,0.772,0.628,1.032,0.746,1.361,1.583,4.01,1.933,2.049,1.78,5.326,1.558
K08187,0.157,0.74,2.588,0.773,0.984,2.017,0.605,1.378,0.7,0.649,1.008,0.602,2.587,1.588,0.801,1.428,1.309,0.674,0.602,2.087,0.903,0.817,0.648,4.671,3.757,1.864,2.285,0.627,0.372,0.183,0.873,0.836,0.57,0.72,0.659,0.337,1.006,1.841,2.439,1.676,1.64,1.04,0.636,2.866
K08188,0.273,0.386,0.398,0.784,0.925,1.315,0.695,1.7,1.057,0.322,0.895,0.913,0.749,1.613,0.951,2.035,1.54,0.852,0.942,3.502,0.615,1.322,0.875,3.82,3.416,2.487,2.253,1.78,0.53,0.309,0.342,2.183,0.763,1.542,1.37,1.126,0.589,4.022,2.749,2.465,3.164,2.699,2.933,2.646
K08189,1.913,3.434,6.762,5.75,9.669,14.477,8.045,7.733,11.159,9.126,10.049,11.525,9.18,8.036,8.453,11.271,7.217,4.82,3.887,9.185,3.764,4.782,4.694,24.6,19.689,18.316,14.923,9.082,6.929,4.246,5.711,13.003,8.936,6.838,8.775,7.257,7.154,20.118,12.79,19.346,13.191,15.525,15.123,15.469
K08190,0.898,0.964,1.854,1.794,3.045,4.103,1.984,4.192,2.095,1.644,1.451,2.408,3.309,3.541,1.759,4.127,1.782,1.961,0.938,1.867,1.011,0.732,0.919,2.85,4.155,2.779,4.383,2.546,0.458,0.455,0.942,3.572,2.059,1.855,1.871,1.525,1.636,4.777,3.968,5.497,5.232,4.665,3.288,3.199
K08191,511.475,497.823,425.166,493.917,530.059,442.325,412.355,460.905,450.549,463.177,421.283,440.498,437.246,454.201,444.927,415.194,437.164,515.294,440.208,486.886,462.345,552.44,576.468,453.751,300.808,365.661,320.177,425.841,480.417,404.351,396.518,376.273,422.621,369.541,398.915,420.276,391.77,287.549,382.923,317.863,342.496,396.307,415.814,349.43
K08192,0.11,0.038,0.356,0.162,0,0.108,0,0,0.603,0.278,0.1,0.625,0,0,0.817,0,0,0.724,0,0,0,0,0,0.127,0,0,0,0.311,0,0,0.102,0,0,0.128,0,0,0.438,0,0,0,0,0,0,0
K08193,17.295,22.697,19.698,15.997,15.272,17.821,21.698,23.263,7.559,22.601,17.092,17.909,20.17,13.469,14.32,8.09,34.369,29.29,47.053,18.126,34.742,21.72,18.775,19.184,5.862,11.283,7.898,23.066,21.223,63.895,38.453,16.647,36.558,52.718,31.98,50.013,31.187,15.443,7.234,15.994,18.64,10.872,5.346,15.413
K08194,357.19,338.096,255.394,321.308,273.494,256.547,265.307,290.417,275.235,283.292,221.405,262.502,254.916,170.363,249.066,172.807,349.254,340.36,355.296,258.422,378.586,325.591,379.828,278.237,113.134,170.976,127.421,320.438,274.003,474.766,376.434,232.248,368.346,400.084,357.037,426.001,260.291,168.713,135.379,186.093,196.356,165.721,127.697,180.868
K08195,418.647,447.51,320.384,358.17,279.01,270.21,284.486,308.413,359.624,310.559,328.409,333.497,285.168,218.109,341.202,203.27,342.271,397.258,420.012,320.131,361.951,368.396,377.902,306.849,239.986,243.443,212.107,291.628,490.9,431.931,353.36,259.346,395.388,416.817,357.607,428.974,327.983,240.6,200.865,218.853,230.748,204.053,203.251,242.076
K08196,144.084,157.441,139.887,134.745,113.752,71.119,98.418,100.276,56.197,94.019,97.968,69.825,57.036,47.284,104.051,40.578,145.54,101.898,129.376,97.352,140.642,158.628,197.689,76.902,26.054,66.965,21.694,80.606,119.246,143.59,117.596,74.023,139.128,136.416,125.401,127.192,30.62,40.02,24.168,45.98,54.77,37.636,18.596,39.548
K08199,0.048,0.214,0.048,0.092,0.144,0.291,0.082,0.362,0.093,0.15,0.092,0.359,0.444,0.513,0.285,0.489,0.134,0.152,0.114,0.294,0.05,0.229,0.028,0.331,1.082,1.354,1.664,0.351,0.093,0.076,0.163,0.482,0.609,0.432,0.237,0.202,1.252,0.759,2.907,0.388,0.415,0.418,1.774,0.879
K08202,0.137,0.338,0.441,0.137,0.472,1.415,0.613,0.846,1.015,0.958,1.169,0.409,0.371,1.276,0.557,0.867,0.426,0.361,0.353,0.181,0.334,0.084,0.042,0.316,1.897,1.951,1.635,0.355,0.352,0.217,0.71,1.409,0.283,0.333,0.156,0.86,0.31,1.487,2.265,1.329,1.877,2.335,1.436,1.412
K08203,0.065,0.03,0.138,0.29,0.426,0.673,1.196,1.106,0.095,0.509,1.412,0.594,0.603,0.576,0.469,0.444,0.256,0.194,0.298,0.28,0.075,0,0.191,0,0,0,0,0.1,0.123,0.091,0.264,1.579,0.092,0.321,0.283,0,0.122,0.84,0,0.977,1.177,0.736,0,0.965
K08204,0.041,0.135,0.112,0.168,0.255,0.197,0.27,0.208,0.046,0.235,0,0.085,0,0.511,0.176,0.652,0.126,0.193,0.485,0,0.192,0.082,0.183,0.573,0.054,0,0.422,0.037,0,0.055,0.043,0.104,0.218,0.045,0.103,0.048,0,0.247,0.276,0,0.165,0.718,0.636,0.709
K08206,0,0,0,0,0.089,0.098,0,0,0.111,0,0.056,0,0.118,0.275,0.114,0.135,0,0,0,0.1,0,0,0.12,0.106,0,0,0,0.276,0.086,0.091,0,0.178,0,0,0,0.122,0,0.683,0,0,0.212,0.213,0,0.235
K08208,0,0.129,0.074,0,0,0,0,0,0.043,0.079,0.085,0.181,0,0.212,0,0,0,0,0,0.077,0.067,0,0,0,0.379,0.278,0.15,0,0.066,0,0.042,0,0,0.134,0.254,0.094,0,1.314,0.588,0,0.407,0.573,0.145,0.633
K08209,0.028,0.034,0.058,0.031,0.307,0.305,0.299,0.244,0.165,0.127,0.353,0.091,0.344,0.892,0.515,0.941,0.068,0.387,0.125,0.054,0.065,0.075,0.178,0.164,0.073,0.29,0,0.249,0.064,0.135,0.307,0.132,0.125,0.16,0.557,0.422,0.496,0.366,0,0.081,0.313,0.158,0.156,0.435
K08214,0.037,0.325,0.231,0.435,0.09,0.283,0.347,0.18,0.238,0.413,0.442,0.32,0.356,0.88,0.306,0.51,0.289,0.301,0.203,1.29,0.154,0,0.159,0.484,4.4,2.114,4.573,0.828,0.333,0.704,0.575,2.636,1.437,0.908,1.302,0.946,3.032,3.619,2.518,2.391,3.928,2.921,3.567,1.612
K08217,18.972,23.082,27.416,32.54,23.101,30.906,27.035,32.107,36.255,28.233,42.247,40.473,32.361,51.396,32.887,46.046,28.774,27.787,23.108,45.933,17.19,16.151,19.79,46.356,110.126,121.413,115.108,62.546,17.527,26.914,35.165,83.6,51.679,42.696,62.29,62.125,45.196,117.702,110.085,124.371,104.875,114.347,114.917,104.905
K08218,293.146,310.656,332.858,316.281,352.397,386.976,370.657,384.832,376.938,367.131,343.207,374.922,364.145,344.963,330.771,345.781,307.356,318.412,321.324,328.371,333.863,322.204,333.863,324.868,287.556,295.27,262.78,327.674,313.448,293.646,299.559,305.052,299.965,304.504,323.584,312.694,341.263,257.175,271.053,266.601,276.953,269.424,294.312,275.255
K08219,192.268,169.158,121.039,181.698,107.167,99.916,130.984,116.754,164.001,141.361,121.431,129.091,74.463,50.693,102.059,33.059,149.286,161.745,155.208,95.818,175.141,167.377,161.152,44.517,9.216,49.123,8.957,142.433,226.68,223.841,170.719,77.706,154.76,187.615,156.263,195.55,121.156,55.578,11.115,49.715,63.776,37.435,4.015,53.526
K08220,0.028,0.304,0.196,0.133,0.206,0.135,0.622,0.248,0.294,0.413,0.529,0.537,0.109,0.404,0.192,0.483,0.499,0.262,0.699,0.5,0.223,0.202,0.078,0.514,1.895,2.123,1.223,0.71,0.579,0.295,1.446,1.598,0.779,0.546,0.657,0.519,0.925,2.558,1.049,3.904,2.205,3.016,3.558,3.693
K08221,45.999,41.37,63.077,55.151,33.454,24.226,28.922,32.583,28.968,30.879,44.774,26.404,25.658,22.256,14.219,25.479,46.113,39.639,51.344,45.441,32.557,63.958,50.266,27.278,18.457,17.809,16.947,23.859,16.626,28.596,23.842,28.024,33.61,37.718,26.76,21.79,30.388,24.629,13.99,31.567,28.928,25.634,11.051,27.347
